vote_2020,vote_intention,registration,age,gender,education,state,household_income,agegroup,race
Joe Biden,"Yes, I will vote",Registered,25,Male,Completed some high school,NJ,"Less than $14,999",21 to 35,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,62,Male,"Completed some college, but no degree",OH,"$100,000 to $124,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,52,Female,High school graduate,AL,"$15,000 to $19,999",50 to 65,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,35,Female,Completed some high school,GA,"Less than $14,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,78,Male,"College Degree (such as B.A., B.S.)",NH,"$85,000 to $89,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,27,Male,High school graduate,CO,"$15,000 to $19,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,36,Male,Masters degree,KS,"$150,000 to $174,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,57,Female,"Completed some college, but no degree",GA,"$40,000 to $44,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,38,Female,"College Degree (such as B.A., B.S.)",ME,"$25,000 to $29,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,53,Female,Associate Degree,AZ,"$125,000 to $149,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,59,Male,High school graduate,NY,"$50,000 to $54,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,63,Male,Completed some high school,PA,"$20,000 to $24,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,37,Male,"College Degree (such as B.A., B.S.)",MD,"$100,000 to $124,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,36,Male,"College Degree (such as B.A., B.S.)",CA,"$125,000 to $149,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,31,Female,"College Degree (such as B.A., B.S.)",CA,"$125,000 to $149,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,29,Male,"College Degree (such as B.A., B.S.)",CA,"$40,000 to $44,999",21 to 35,Other race
Donald Trump,"Yes, I will vote",Registered,56,Female,"College Degree (such as B.A., B.S.)",MO,"$50,000 to $54,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,46,Female,Associate Degree,PA,"$30,000 to $34,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,39,Male,Completed some high school,UT,"$15,000 to $19,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,25,Male,High school graduate,NY,"$250,000 and above",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,71,Male,"College Degree (such as B.A., B.S.)",NJ,"$100,000 to $124,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,46,Female,Completed some high school,CA,"$25,000 to $29,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,66,Male,"Completed some college, but no degree",MI,"$35,000 to $39,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,72,Female,"Completed some college, but no degree",SC,"$45,000 to $49,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,39,Female,"Completed some college, but no degree",VA,"$55,000 to $59,999",35 to 50,White
Donald Trump,Not sure,Registered,55,Female,"College Degree (such as B.A., B.S.)",SC,"$50,000 to $54,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,65,Female,Masters degree,NJ,"$55,000 to $59,999",50 to 65,Other race
Joe Biden,"Yes, I will vote",Registered,68,Female,High school graduate,FL,"$50,000 to $54,999",65 to 80,Other race
Joe Biden,"Yes, I will vote",Registered,45,Male,"Completed some college, but no degree",FL,"$125,000 to $149,999",35 to 50,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,41,Female,"Completed some college, but no degree",SD,"$80,000 to $84,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,28,Male,"College Degree (such as B.A., B.S.)",AL,"$100,000 to $124,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,58,Male,"College Degree (such as B.A., B.S.)",WI,"$100,000 to $124,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,68,Male,"College Degree (such as B.A., B.S.)",NY,"$30,000 to $34,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,23,Male,"College Degree (such as B.A., B.S.)",NY,"Less than $14,999",21 to 35,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,56,Male,"College Degree (such as B.A., B.S.)",OR,"$100,000 to $124,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,37,Female,"Completed some college, but no degree",TN,"$35,000 to $39,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,58,Female,"Completed some college, but no degree",CA,"$35,000 to $39,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,52,Female,Completed some high school,IA,"Less than $14,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,46,Female,High school graduate,FL,"$25,000 to $29,999",35 to 50,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,65,Male,High school graduate,OH,"$20,000 to $24,999",50 to 65,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,18,Female,Completed some high school,OH,"Less than $14,999",20 or less,"Black, or African American"
Joe Biden,Not sure,Registered,26,Female,Completed some high school,NC,"Less than $14,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,51,Male,High school graduate,OH,"$90,000 to $94,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,61,Male,"College Degree (such as B.A., B.S.)",AZ,"$85,000 to $89,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,38,Male,Doctorate degree,NJ,"$200,000 to $249,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,57,Female,Completed some high school,MI,"$15,000 to $19,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,41,Male,Masters degree,ND,"$150,000 to $174,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,35,Female,Completed some high school,OH,"Less than $14,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,56,Female,Completed some high school,GA,"$125,000 to $149,999",50 to 65,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,57,Male,High school graduate,CA,"Less than $14,999",50 to 65,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,43,Male,Completed some high school,WA,"$20,000 to $24,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,73,Male,Doctorate degree,AZ,"$175,000 to $199,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,64,Female,Associate Degree,IL,"$90,000 to $94,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,41,Male,High school graduate,CA,"$65,000 to $69,999",35 to 50,Other race
Joe Biden,"Yes, I will vote",Registered,64,Male,Masters degree,MN,"$150,000 to $174,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,62,Male,High school graduate,NJ,"$45,000 to $49,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,27,Male,"College Degree (such as B.A., B.S.)",MS,"$20,000 to $24,999",21 to 35,other asian or pacific islander
Joe Biden,"Yes, I will vote",Registered,61,Male,"College Degree (such as B.A., B.S.)",CO,"$30,000 to $34,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,44,Male,"College Degree (such as B.A., B.S.)",SD,"$100,000 to $124,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,33,Female,Masters degree,MS,"$45,000 to $49,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,56,Male,"Completed some college, but no degree",OR,"$25,000 to $29,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,61,Female,Completed some high school,MI,"Less than $14,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,49,Male,Masters degree,GA,"$100,000 to $124,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,56,Male,"Completed some college, but no degree",CA,"$45,000 to $49,999",50 to 65,Other race
Joe Biden,"Yes, I will vote",Registered,25,Female,"College Degree (such as B.A., B.S.)",CA,"$50,000 to $54,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,60,Female,Masters degree,MI,"$100,000 to $124,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,67,Female,Masters degree,FL,"$80,000 to $84,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,54,Female,High school graduate,NC,"$125,000 to $149,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,58,Female,"College Degree (such as B.A., B.S.)",OK,"$60,000 to $64,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,40,Male,"Completed some college, but no degree",CA,"Less than $14,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,36,Male,High school graduate,NJ,"$15,000 to $19,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,66,Female,Associate Degree,MI,"$85,000 to $89,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,29,Female,"Completed some college, but no degree",AR,"$30,000 to $34,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,67,Female,High school graduate,NC,"$20,000 to $24,999",65 to 80,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,64,Female,"College Degree (such as B.A., B.S.)",TN,"$100,000 to $124,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,61,Female,Masters degree,SC,"$175,000 to $199,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,60,Female,"Completed some college, but no degree",VA,"$40,000 to $44,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,56,Male,"Completed some college, but no degree",CA,"$35,000 to $39,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,56,Female,"Completed some college, but no degree",NC,"$60,000 to $64,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,19,Female,"Completed some college, but no degree",CA,"Less than $14,999",20 or less,White
Joe Biden,"Yes, I will vote",Registered,21,Female,High school graduate,CA,"$25,000 to $29,999",21 to 35,Other race
Joe Biden,"Yes, I will vote",Registered,67,Female,"Completed some college, but no degree",IA,"$90,000 to $94,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,19,Female,High school graduate,CA,"$30,000 to $34,999",20 or less,Other race
Joe Biden,"Yes, I will vote",Registered,55,Male,Completed some high school,IL,"$20,000 to $24,999",50 to 65,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,57,Female,"Completed some college, but no degree",FL,"$80,000 to $84,999",50 to 65,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,21,Female,Completed some high school,CA,"$50,000 to $54,999",21 to 35,White
Joe Biden,Not sure,Registered,43,Female,"Completed some college, but no degree",VA,"Less than $14,999",35 to 50,"Black, or African American"
Donald Trump,Not sure,Registered,37,Male,Middle School - Grades 4 - 8,NY,"Less than $14,999",35 to 50,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,27,Male,High school graduate,MA,"Less than $14,999",21 to 35,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,68,Male,Associate Degree,SC,"$80,000 to $84,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,63,Female,Associate Degree,CT,"$150,000 to $174,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,50,Female,"Completed some college, but no degree",OR,"$25,000 to $29,999",35 to 50,Other race
Donald Trump,"Yes, I will vote",Registered,53,Male,"College Degree (such as B.A., B.S.)",OK,"$55,000 to $59,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,25,Female,Completed some high school,AR,"$80,000 to $84,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,25,Female,"Completed some college, but no degree",NC,"$30,000 to $34,999",21 to 35,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,35,Male,"Completed some college, but no degree",MO,"$30,000 to $34,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,30,Male,"College Degree (such as B.A., B.S.)",ME,"$50,000 to $54,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,74,Male,Associate Degree,FL,"$100,000 to $124,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,46,Male,"College Degree (such as B.A., B.S.)",FL,"$15,000 to $19,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,22,Female,High school graduate,CA,"$90,000 to $94,999",21 to 35,American Indian or Alaska Native
Donald Trump,"Yes, I will vote",Registered,32,Male,Completed some high school,HI,"$15,000 to $19,999",21 to 35,other asian or pacific islander
Joe Biden,"Yes, I will vote",Registered,28,Male,Completed some high school,NM,"Less than $14,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,38,Male,High school graduate,CA,"$70,000 to $74,999",35 to 50,White
Joe Biden,Not sure,Registered,36,Female,Completed some high school,TX,"$40,000 to $44,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,57,Female,High school graduate,LA,"$30,000 to $34,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,51,Male,"Completed some college, but no degree",WI,"$85,000 to $89,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,47,Female,"College Degree (such as B.A., B.S.)",PA,"$45,000 to $49,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,40,Male,"Completed some college, but no degree",IL,"$50,000 to $54,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,25,Female,Completed some high school,SC,"Less than $14,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,64,Female,Completed some high school,NC,"Less than $14,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,70,Female,"Completed some college, but no degree",CA,"$55,000 to $59,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,63,Male,High school graduate,FL,"$20,000 to $24,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,68,Female,"Completed some college, but no degree",AZ,"$15,000 to $19,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,70,Female,Masters degree,OH,"$175,000 to $199,999",65 to 80,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,20,Male,Completed some high school,NC,"$15,000 to $19,999",20 or less,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,61,Female,"Completed some college, but no degree",OR,"$40,000 to $44,999",50 to 65,Other race
Joe Biden,"Yes, I will vote",Registered,41,Female,"Completed some college, but no degree",IL,"$50,000 to $54,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,67,Male,"College Degree (such as B.A., B.S.)",CA,"$125,000 to $149,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,56,Female,"College Degree (such as B.A., B.S.)",CA,"$50,000 to $54,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,49,Female,Masters degree,IL,"$70,000 to $74,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,60,Male,"College Degree (such as B.A., B.S.)",MA,"$25,000 to $29,999",50 to 65,White
Donald Trump,Not sure,Registered,29,Female,High school graduate,PA,"$40,000 to $44,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,23,Female,Masters degree,PA,"$35,000 to $39,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,55,Female,High school graduate,NC,"$20,000 to $24,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,53,Male,Associate Degree,LA,"$75,000 to $79,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,28,Male,"Completed some college, but no degree",FL,"$45,000 to $49,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,65,Female,"College Degree (such as B.A., B.S.)",CO,"$100,000 to $124,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,54,Female,Completed some high school,WV,"Less than $14,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,40,Male,Doctorate degree,CA,"$200,000 to $249,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,57,Male,Associate Degree,AZ,"$50,000 to $54,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,66,Male,High school graduate,NC,"$50,000 to $54,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,73,Male,"College Degree (such as B.A., B.S.)",PA,"$100,000 to $124,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,61,Male,High school graduate,VA,"$95,000 to $99,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,42,Male,Masters degree,MA,"$100,000 to $124,999",35 to 50,Chinese
Joe Biden,"Yes, I will vote",Registered,38,Male,"College Degree (such as B.A., B.S.)",NY,"$125,000 to $149,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,56,Male,"Completed some college, but no degree",IL,"$60,000 to $64,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,50,Male,Completed some high school,SC,"$30,000 to $34,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,61,Male,Associate Degree,OR,"$175,000 to $199,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,34,Female,"College Degree (such as B.A., B.S.)",GA,"$25,000 to $29,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,32,Female,High school graduate,LA,"$125,000 to $149,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,60,Male,High school graduate,MO,"$30,000 to $34,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,58,Female,High school graduate,FL,"$50,000 to $54,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,48,Male,"College Degree (such as B.A., B.S.)",KY,"$30,000 to $34,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,33,Female,"Completed some college, but no degree",MI,"$40,000 to $44,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,60,Female,Completed some high school,PA,"$30,000 to $34,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,56,Male,"Completed some college, but no degree",IL,"$45,000 to $49,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,42,Male,High school graduate,GA,"$25,000 to $29,999",35 to 50,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,35,Male,"College Degree (such as B.A., B.S.)",CA,"$45,000 to $49,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,20,Male,"Completed some college, but no degree",WA,"$50,000 to $54,999",20 or less,White
Donald Trump,"Yes, I will vote",Registered,38,Male,"College Degree (such as B.A., B.S.)",CA,"$125,000 to $149,999",35 to 50,other asian or pacific islander
Joe Biden,"Yes, I will vote",Registered,40,Male,"Completed some college, but no degree",DE,"Less than $14,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,34,Female,"Completed some college, but no degree",FL,"$100,000 to $124,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,28,Male,Completed some high school,TX,"$45,000 to $49,999",21 to 35,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,53,Female,High school graduate,TX,"$15,000 to $19,999",50 to 65,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,27,Female,"College Degree (such as B.A., B.S.)",NC,"$30,000 to $34,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,24,Female,Masters degree,CA,"$65,000 to $69,999",21 to 35,Chinese
Donald Trump,"Yes, I will vote",Registered,31,Female,Masters degree,TN,"$100,000 to $124,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,62,Female,High school graduate,OR,"Less than $14,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,24,Female,"College Degree (such as B.A., B.S.)",WA,"$65,000 to $69,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,72,Male,Masters degree,IL,"$150,000 to $174,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,59,Female,Associate Degree,MD,"$125,000 to $149,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,62,Female,"Completed some college, but no degree",MS,"$25,000 to $29,999",50 to 65,White
Joe Biden,Not sure,Registered,49,Female,High school graduate,TN,"$15,000 to $19,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,50,Male,"Completed some college, but no degree",MI,"$100,000 to $124,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,35,Male,Completed some high school,CA,"$15,000 to $19,999",21 to 35,Other race
Donald Trump,"Yes, I will vote",Registered,60,Male,"College Degree (such as B.A., B.S.)",CA,"Less than $14,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,49,Female,Associate Degree,PA,"$60,000 to $64,999",35 to 50,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,79,Male,High school graduate,WI,"$20,000 to $24,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,61,Female,"College Degree (such as B.A., B.S.)",NC,"$50,000 to $54,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,44,Male,Completed some high school,NY,"$35,000 to $39,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,62,Male,"Completed some college, but no degree",IN,"$75,000 to $79,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,31,Male,"College Degree (such as B.A., B.S.)",CA,"$45,000 to $49,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,20,Male,Completed some high school,TX,"$20,000 to $24,999",20 or less,White
Donald Trump,"Yes, I will vote",Registered,51,Male,Masters degree,NY,"$125,000 to $149,999",50 to 65,other asian or pacific islander
Donald Trump,"Yes, I will vote",Registered,37,Male,Masters degree,NY,"$200,000 to $249,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,50,Male,High school graduate,WA,"Less than $14,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,44,Female,Completed some high school,NC,"$15,000 to $19,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,26,Female,Completed some high school,WA,"$20,000 to $24,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,38,Female,"Completed some college, but no degree",VA,"Less than $14,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,52,Female,Completed some high school,SC,"$45,000 to $49,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,59,Female,Completed some high school,IL,"$25,000 to $29,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,32,Female,High school graduate,NJ,"Less than $14,999",21 to 35,Other race
Donald Trump,"Yes, I will vote",Registered,47,Female,Completed some high school,FL,"$20,000 to $24,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,60,Female,Completed some high school,MD,"$40,000 to $44,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,37,Female,"College Degree (such as B.A., B.S.)",CA,"$150,000 to $174,999",35 to 50,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,25,Male,Associate Degree,IL,"$125,000 to $149,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,41,Male,"College Degree (such as B.A., B.S.)",CO,"$45,000 to $49,999",35 to 50,other asian or pacific islander
Joe Biden,"Yes, I will vote",Registered,23,Female,"Completed some college, but no degree",VA,"$25,000 to $29,999",21 to 35,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,62,Female,"Completed some college, but no degree",NY,"Less than $14,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,37,Female,Masters degree,CT,"$35,000 to $39,999",35 to 50,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,32,Male,"College Degree (such as B.A., B.S.)",OH,"$100,000 to $124,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,41,Male,Masters degree,NY,"$100,000 to $124,999",35 to 50,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,19,Female,"Completed some college, but no degree",NY,"$35,000 to $39,999",20 or less,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,50,Male,High school graduate,CA,"$30,000 to $34,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,29,Male,"Completed some college, but no degree",MO,"$35,000 to $39,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,45,Female,High school graduate,KY,"$100,000 to $124,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,62,Female,"Completed some college, but no degree",CT,"$55,000 to $59,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,51,Female,"Completed some college, but no degree",TN,"$45,000 to $49,999",50 to 65,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,43,Male,Masters degree,NY,"$75,000 to $79,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,68,Female,High school graduate,FL,"$15,000 to $19,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,46,Male,"College Degree (such as B.A., B.S.)",MI,"$50,000 to $54,999",35 to 50,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,43,Female,Doctorate degree,NC,"$75,000 to $79,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,44,Female,"College Degree (such as B.A., B.S.)",OR,"$175,000 to $199,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,58,Female,Completed some high school,PA,"$35,000 to $39,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,30,Female,"College Degree (such as B.A., B.S.)",NJ,"$250,000 and above",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,23,Female,"Completed some college, but no degree",TN,"Less than $14,999",21 to 35,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,29,Female,"College Degree (such as B.A., B.S.)",PA,"$40,000 to $44,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,40,Female,Doctorate degree,CA,"$250,000 and above",35 to 50,Other race
Donald Trump,"Yes, I will vote",Registered,54,Female,Associate Degree,AZ,"$40,000 to $44,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,33,Male,"Completed some college, but no degree",CA,"$45,000 to $49,999",21 to 35,Other race
Donald Trump,"Yes, I will vote",Registered,49,Male,"College Degree (such as B.A., B.S.)",OR,"$200,000 to $249,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,34,Female,"College Degree (such as B.A., B.S.)",MO,"$50,000 to $54,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,43,Male,Masters degree,NJ,"$50,000 to $54,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,55,Female,Associate Degree,NY,"$35,000 to $39,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,18,Male,Middle School - Grades 4 - 8,TX,"Less than $14,999",20 or less,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,51,Female,"Completed some college, but no degree",MA,"$200,000 to $249,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,37,Female,Doctorate degree,SC,"$85,000 to $89,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,55,Female,High school graduate,FL,"$50,000 to $54,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,18,Female,High school graduate,NY,"$250,000 and above",20 or less,White
Donald Trump,"Yes, I will vote",Registered,70,Female,High school graduate,FL,"$55,000 to $59,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,74,Female,High school graduate,PA,"$40,000 to $44,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,71,Male,"Completed some college, but no degree",CA,"$100,000 to $124,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,29,Female,"College Degree (such as B.A., B.S.)",GA,"$35,000 to $39,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,25,Female,"Completed some college, but no degree",AL,"$30,000 to $34,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,40,Female,"College Degree (such as B.A., B.S.)",TX,"$100,000 to $124,999",35 to 50,White
Donald Trump,Not sure,Registered,19,Female,"Completed some college, but no degree",CA,"$200,000 to $249,999",20 or less,White
Donald Trump,"Yes, I will vote",Registered,21,Female,"College Degree (such as B.A., B.S.)",TX,"$50,000 to $54,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,41,Male,Masters degree,NY,"$150,000 to $174,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,55,Female,Associate Degree,NY,"$35,000 to $39,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,58,Female,"Completed some college, but no degree",CA,"$125,000 to $149,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,48,Female,"Completed some college, but no degree",NM,"Less than $14,999",35 to 50,Other race
Joe Biden,"Yes, I will vote",Registered,73,Female,High school graduate,IN,"$25,000 to $29,999",65 to 80,White
